t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1600903102,500,5.830417,11.246444,29.155764,34.174886,events/second
1600903401,500,5.699740,11.248833,29.156024,34.174920,events/second
1600903711,500,5.277043,9.431445,25.564964,30.185573,events/second
1600904170,500,3.253271,3.662725,22.385457,30.270212,events/second
1600904363,100,1.507733,7.357589,16.374615,18.710140,events/second
1600904705,100,0.782937,1.742828,8.265776,10.715144,events/second
1600905319,100,0.421468,0.204057,3.993257,6.555806,events/second
