t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1600903102,500,3.554655,4.155200,22.016098,29.067828,events/second
1600903401,500,3.405239,3.259888,17.587942,23.289800,events/second
1600903711,500,3.213204,2.643675,16.058308,21.685799,events/second
1600904170,500,2.262371,0.722074,9.385958,14.381360,events/second
1600904363,100,1.104575,2.549591,7.363295,8.787582,events/second
1600904705,100,0.593780,0.447265,3.083960,4.256040,events/second
1600905319,100,0.327225,0.030821,1.069709,1.933624,events/second
