t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,12.766140,20.000000,20.000000,20.000000,events/second
payload_5k,100,12.818150,20.000000,20.000000,20.000000,events/second
payload_10k,100,12.882195,20.000000,20.000000,20.000000,events/second
payload_50k,100,12.543930,20.000000,20.000000,20.000000,events/second
payload_100k,100,11.912530,20.000000,20.000000,20.000000,events/second
payload_200k,100,7.811968,12.856302,13.287606,13.362327,events/second
payload_400k,100,4.309603,6.375289,6.868424,6.955752,events/second
