t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,37,26.031473,20,2.559340,26.000000,27.000000,31.000000,32.000000,32.000000,37.000000
payload_5k,100,34,25.901442,22,2.378492,25.000000,27.000000,30.000000,32.000000,32.000000,34.000000
payload_10k,100,35,25.741025,21,2.537170,25.000000,27.000000,30.000000,32.000000,35.000000,35.000000
payload_50k,100,1679,45.988626,24,166.865900,29.000000,30.000000,33.000000,37.000000,1679.000000,1679.000000
payload_100k,100,63,49.183843,41,4.835233,49.000000,52.000000,57.000000,61.000000,63.000000,63.000000
payload_200k,100,1535,91.735660,60,149.333284,75.000000,81.000000,95.000000,99.000000,1535.000000,1535.000000
payload_400k,100,264,127.006062,101,26.356574,121.000000,129.000000,169.000000,232.000000,258.000000,264.000000
