t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,44,28.417795,23,3.940515,28.000000,30.000000,37.000000,38.000000,38.000000,44.000000
payload_5k,100,79,34.129564,23,10.721726,30.000000,37.000000,59.000000,60.000000,79.000000,79.000000
payload_10k,100,43,27.284542,23,2.964262,27.000000,28.000000,32.000000,33.000000,38.000000,43.000000
payload_50k,100,6490,97.497333,23,662.539571,28.000000,31.000000,36.000000,40.000000,6490.000000,6490.000000
payload_100k,100,366,33.612177,24,35.080351,28.000000,31.000000,37.000000,40.000000,366.000000,366.000000
payload_200k,100,308,77.383328,26,55.893412,47.000000,122.000000,160.000000,195.000000,203.000000,308.000000
payload_400k,100,322,154.746221,30,68.716663,156.000000,199.000000,272.000000,310.000000,310.000000,322.000000
