t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,1.567095,0.755367,0.284525,0.105399,events/second
payload_5k,100,1.490105,0.718919,0.281624,0.105038,events/second
payload_10k,100,1.257680,0.760413,0.284678,0.105413,events/second
payload_50k,100,1.290249,0.600039,0.271695,0.103790,events/second
payload_100k,100,1.004300,0.504576,0.262334,0.102582,events/second
payload_200k,100,0.646610,0.189463,0.215645,0.096094,events/second
payload_400k,100,0.350645,0.025521,0.143969,0.083971,events/second
