t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.001017,8.111867,13.545328,14.755055,events/second
payload_5k,100,2.174672,8.205626,13.717421,14.945295,events/second
payload_10k,100,2.132764,8.299386,13.889514,15.135535,events/second
payload_50k,100,1.635223,6.098467,12.393615,13.949889,events/second
payload_100k,100,1.414327,3.740605,8.345641,9.540098,events/second
payload_200k,100,0.788003,1.178475,5.234883,6.711883,events/second
payload_400k,100,0.428076,0.116831,1.650016,2.565962,events/second
