t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,4.016301,15.576016,19.024588,19.669429,events/second
payload_5k,100,4.566337,15.576016,19.024588,19.669429,events/second
payload_10k,100,4.019925,15.576016,19.024588,19.669429,events/second
payload_50k,100,5.018621,16.929634,19.344322,19.779008,events/second
payload_100k,100,3.490426,14.330626,18.710140,19.560457,events/second
payload_200k,100,2.125696,10.268342,17.503466,19.130575,events/second
payload_400k,100,1.195960,5.730096,15.576016,18.400888,events/second
