payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,44,27.614393,22,4.487138,26.000000,29.000000,37.000000,43.000000,44.000000,44.000000
payload_5k,100,55,28.959534,22,5.892985,27.000000,30.000000,43.000000,46.000000,55.000000,55.000000
payload_10k,100,38,27.270634,22,3.319206,26.000000,30.000000,33.000000,35.000000,35.000000,38.000000
payload_50k,100,129,50.691648,24,30.155673,33.000000,79.000000,103.000000,118.000000,121.000000,129.000000
payload_100k,100,218,108.757687,26,46.099531,105.000000,132.000000,190.000000,205.000000,205.000000,218.000000
payload_200k,100,451,212.849085,25,148.189422,215.000000,364.000000,422.000000,438.000000,451.000000,451.000000
payload_400k,100,563,401.408472,30,115.720412,415.000000,508.000000,556.000000,559.000000,559.000000,563.000000
