payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,56,27.723647,23,4.682034,27.000000,28.000000,36.000000,43.000000,46.000000,56.000000
payload_5k,100,51,29.053993,24,5.047461,27.000000,30.000000,38.000000,46.000000,51.000000,51.000000
payload_10k,100,43,26.923260,23,3.529104,26.000000,28.000000,35.000000,38.000000,43.000000,43.000000
payload_50k,100,140,51.316067,26,27.603019,37.000000,74.000000,98.000000,135.000000,140.000000,140.000000
payload_100k,100,215,102.790676,27,61.423510,84.000000,156.000000,196.000000,209.000000,215.000000,215.000000
payload_200k,100,431,216.453178,26,156.250525,199.000000,377.000000,415.000000,424.000000,431.000000,431.000000
payload_400k,100,556,400.011090,32,83.870596,405.000000,438.000000,543.000000,554.000000,555.000000,556.000000
