t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1600897992,500,6.428653,8.053468,14.913768,16.528210,events/second
1600898300,500,6.292539,8.006591,14.758884,16.344311,events/second
1600898613,500,6.192099,7.134270,13.751825,15.339172,events/second
1600899081,500,3.582004,2.554657,8.049239,9.788237,events/second
1600899266,100,1.640056,2.580575,4.376828,4.782761,events/second
1600899607,100,0.828041,0.664655,1.850302,2.200192,events/second
1600900224,100,0.444299,0.118558,0.750167,1.025519,events/second
