t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1600897992,500,2.002458,0.781414,17.104094,28.608764,events/second
1600898300,500,1.971772,0.725090,16.995178,28.753244,events/second
1600898613,500,1.938648,0.653123,16.287150,27.840734,events/second
1600899081,500,1.267586,0.062713,9.241715,21.240007,events/second
1600899266,100,0.633328,1.551758,11.415009,15.919515,events/second
1600899607,100,0.331089,0.094311,4.612594,8.821692,events/second
1600900224,100,0.180594,0.000968,1.237630,4.077095,events/second
