payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,509,37.440908,25,46.956851,32.000000,35.000000,41.000000,45.000000,45.000000,509.000000
payload_5k,100,441,38.911108,27,40.010587,35.000000,37.000000,40.000000,42.000000,43.000000,441.000000
payload_10k,100,465,40.439594,29,42.331234,37.000000,39.000000,42.000000,44.000000,46.000000,465.000000
payload_50k,100,543,63.055586,51,47.490928,59.000000,61.000000,65.000000,70.000000,72.000000,543.000000
payload_100k,100,636,103.232648,88,52.102642,98.000000,102.000000,110.000000,121.000000,132.000000,636.000000
payload_200k,100,974,208.578694,163,103.393979,183.000000,191.000000,349.000000,492.000000,705.000000,974.000000
payload_400k,100,841,393.510578,361,61.340365,382.000000,395.000000,419.000000,422.000000,838.000000,841.000000
