payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.078342,8.486906,14.233700,15.516015,events/second
payload_5k,100,2.031446,8.205626,13.717421,14.945295,events/second
payload_10k,100,1.940511,7.031962,12.475201,13.727380,events/second
payload_50k,100,1.233871,2.911671,7.307030,8.519856,events/second
payload_100k,100,0.613947,0.424448,2.551245,3.442943,events/second
payload_200k,100,0.310093,0.022142,0.745841,1.341799,events/second
payload_400k,100,0.162470,0.000206,0.180671,0.564644,events/second
