payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,12.062550,20.000000,20.000000,20.000000,events/second
payload_5k,100,12.392884,20.000000,20.000000,20.000000,events/second
payload_10k,100,12.176533,20.000000,20.000000,20.000000,events/second
payload_50k,100,10.769414,20.000000,20.000000,20.000000,events/second
payload_100k,100,6.644245,9.820058,10.595538,10.731357,events/second
payload_200k,100,3.839190,4.744440,5.101909,5.166881,events/second
payload_400k,100,2.217645,2.348934,2.544807,2.581279,events/second
