payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,280,61.813393,47,26.778932,58.000000,60.000000,69.000000,146.000000,172.000000,280.000000
payload_5k,100,238,60.054809,48,21.752508,56.000000,60.000000,67.000000,97.000000,176.000000,238.000000
payload_10k,100,180,64.638284,48,17.526758,61.000000,65.000000,84.000000,107.000000,167.000000,180.000000
payload_50k,100,208,70.970915,56,18.707533,68.000000,71.000000,87.000000,93.000000,183.000000,208.000000
payload_100k,100,604,96.919383,73,50.763044,91.000000,96.000000,105.000000,125.000000,176.000000,604.000000
payload_200k,100,287,126.015889,100,23.157983,122.000000,130.000000,147.000000,173.000000,258.000000,287.000000
payload_400k,100,476,180.395936,147,36.018324,175.000000,187.000000,216.000000,250.000000,318.000000,476.000000
