payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,31,25.994349,22,2.014287,26.000000,27.000000,29.000000,31.000000,31.000000,31.000000
payload_5k,100,70,26.903521,21,5.488616,26.000000,28.000000,32.000000,46.000000,70.000000,70.000000
payload_10k,100,35,28.846208,24,2.467900,29.000000,30.000000,33.000000,34.000000,34.000000,35.000000
payload_50k,100,55,36.803802,28,6.695076,34.000000,41.000000,51.000000,53.000000,53.000000,55.000000
payload_100k,100,76,58.990034,46,6.627120,57.000000,63.000000,72.000000,75.000000,76.000000,76.000000
payload_200k,100,321,119.252315,68,68.708970,91.000000,104.000000,312.000000,319.000000,321.000000,321.000000
payload_400k,100,627,285.445828,111,167.998951,173.000000,445.000000,605.000000,607.000000,627.000000,627.000000
