payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,51,32.095135,25,5.215767,31.000000,33.000000,44.000000,50.000000,50.000000,51.000000
payload_5k,100,70,33.684757,28,5.462847,33.000000,34.000000,39.000000,54.000000,54.000000,70.000000
payload_10k,100,66,36.219747,29,5.080637,35.000000,38.000000,44.000000,54.000000,66.000000,66.000000
payload_50k,100,158,56.741201,49,10.428216,56.000000,58.000000,62.000000,64.000000,65.000000,158.000000
payload_100k,100,107,92.797798,86,4.203000,92.000000,95.000000,102.000000,106.000000,107.000000,107.000000
payload_200k,100,222,166.050089,157,6.959905,165.000000,168.000000,173.000000,181.000000,187.000000,222.000000
payload_400k,100,408,369.158627,345,9.414889,368.000000,374.000000,388.000000,395.000000,396.000000,408.000000
