payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,43,26.211370,20,3.022410,26.000000,28.000000,30.000000,33.000000,43.000000,43.000000
payload_5k,100,35,26.183404,21,2.723796,26.000000,28.000000,30.000000,33.000000,34.000000,35.000000
payload_10k,100,41,27.125356,21,3.380155,27.000000,29.000000,33.000000,34.000000,34.000000,41.000000
payload_50k,100,37,29.514218,24,2.799624,30.000000,31.000000,34.000000,37.000000,37.000000,37.000000
payload_100k,100,70,51.306295,40,6.301041,50.000000,55.000000,64.000000,67.000000,70.000000,70.000000
payload_200k,100,102,79.896260,62,7.829104,79.000000,85.000000,94.000000,97.000000,101.000000,102.000000
payload_400k,100,179,126.409173,100,12.779619,125.000000,134.000000,150.000000,151.000000,158.000000,179.000000
