payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,47,31.596173,26,3.230885,31.000000,33.000000,36.000000,42.000000,42.000000,47.000000
payload_5k,100,51,32.949502,28,3.293260,33.000000,35.000000,37.000000,38.000000,45.000000,51.000000
payload_10k,100,53,34.567735,29,3.412716,34.000000,36.000000,39.000000,52.000000,53.000000,53.000000
payload_50k,100,105,55.296170,49,5.944804,55.000000,57.000000,61.000000,63.000000,63.000000,105.000000
payload_100k,100,287,109.996304,85,41.005710,92.000000,98.000000,193.000000,235.000000,254.000000,287.000000
payload_200k,100,469,202.951019,156,76.378792,167.000000,176.000000,377.000000,435.000000,435.000000,469.000000
payload_400k,100,858,411.018308,312,154.775697,326.000000,337.000000,714.000000,762.000000,797.000000,858.000000
