payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,43,31.192710,26,2.707168,31.000000,33.000000,35.000000,39.000000,41.000000,43.000000
payload_5k,100,59,32.685335,28,3.663912,32.000000,34.000000,37.000000,40.000000,41.000000,59.000000
payload_10k,100,42,34.243734,29,2.862797,34.000000,36.000000,40.000000,41.000000,42.000000,42.000000
payload_50k,100,121,55.155147,48,7.491575,54.000000,57.000000,61.000000,62.000000,121.000000,121.000000
payload_100k,100,259,95.833498,85,22.523945,91.000000,94.000000,104.000000,165.000000,226.000000,259.000000
payload_200k,100,568,213.066794,157,82.793988,171.000000,182.000000,371.000000,421.000000,479.000000,568.000000
payload_400k,100,867,394.146082,313,137.031869,328.000000,340.000000,678.000000,705.000000,853.000000,867.000000
