payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,5.110467,14.765461,16.681632,17.025373,events/second
payload_5k,100,4.934571,13.158208,15.844763,16.344255,events/second
payload_10k,100,4.849423,12.731536,15.283617,15.757459,events/second
payload_50k,100,3.215643,7.527479,9.897871,10.360546,events/second
payload_100k,100,1.629668,2.508815,4.213223,4.595677,events/second
payload_200k,100,0.834359,0.722106,1.881358,2.212443,events/second
payload_400k,100,0.443353,0.119125,0.750408,1.025559,events/second
