payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,289,60.425151,48,27.485911,56.000000,59.000000,65.000000,166.000000,168.000000,289.000000
payload_5k,100,195,60.749866,49,20.047769,57.000000,60.000000,65.000000,163.000000,166.000000,195.000000
payload_10k,100,232,62.889337,48,26.567942,57.000000,60.000000,76.000000,166.000000,178.000000,232.000000
payload_50k,100,243,67.339595,51,30.423449,61.000000,65.000000,77.000000,200.000000,235.000000,243.000000
payload_100k,100,249,87.933618,68,25.549170,83.000000,89.000000,102.000000,216.000000,224.000000,249.000000
payload_200k,100,300,116.843649,93,29.246087,112.000000,117.000000,128.000000,274.000000,277.000000,300.000000
payload_400k,100,446,165.339868,137,34.174994,161.000000,168.000000,178.000000,294.000000,301.000000,446.000000
