payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,4.487113,15.576016,19.024588,19.669429,events/second
payload_5k,100,4.352068,15.576016,19.024588,19.669429,events/second
payload_10k,100,4.270726,15.576016,19.024588,19.669429,events/second
payload_50k,100,2.928249,13.184813,18.400888,19.452090,events/second
payload_100k,100,1.502127,7.021680,15.569644,17.779844,events/second
payload_200k,100,0.781718,1.742828,8.265776,10.715144,events/second
payload_400k,100,0.419685,0.192431,3.719390,6.093736,events/second
