t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1593662566,100,34,28.855951,24,1.725200,29.000000,30.000000,33.000000,34.000000,34.000000,34.000000
1593662664,100,37,32.121982,29,1.764922,32.000000,33.000000,35.000000,37.000000,37.000000,37.000000
1593662915,100,45,33.242949,28,2.507621,33.000000,34.000000,38.000000,39.000000,43.000000,45.000000
1593663216,100,58,52.061677,47,2.076067,52.000000,53.000000,56.000000,57.000000,58.000000,58.000000
1593663759,100,294,101.480181,84,34.443765,89.000000,91.000000,170.000000,203.000000,294.000000,294.000000
1593664538,100,422,240.940600,157,90.947530,167.000000,325.000000,392.000000,403.000000,414.000000,422.000000
1593665197,100,1089,384.574901,298,158.877267,307.000000,317.000000,777.000000,816.000000,850.000000,1089.000000
