t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1593662566,100,4.886362,15.576016,19.024588,19.669429,events/second
1593662664,100,4.586774,15.576016,19.024588,19.669429,events/second
1593662915,100,4.443782,15.576016,19.024588,19.669429,events/second
1593663216,100,2.957935,13.184813,18.400888,19.452090,events/second
1593663759,100,1.516743,7.357589,16.374615,18.710140,events/second
1593664538,100,0.772497,1.273246,5.761370,7.408013,events/second
1593665197,100,0.404831,0.162806,3.597377,6.026389,events/second
