t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1597094115,100,36,29.958482,25,2.203850,30.000000,31.000000,33.000000,35.000000,35.000000,36.000000
1597094223,100,42,32.399556,27,3.017487,32.000000,34.000000,38.000000,38.000000,39.000000,42.000000
1597094372,100,56,34.974725,28,4.085431,34.000000,36.000000,42.000000,55.000000,56.000000,56.000000
1597094721,100,66,55.403075,49,3.548214,55.000000,58.000000,62.000000,64.000000,64.000000,66.000000
1597095085,100,130,93.855838,85,6.920276,92.000000,96.000000,104.000000,123.000000,130.000000,130.000000
1597095476,100,258,188.843462,178,7.735393,188.000000,192.000000,197.000000,201.000000,214.000000,258.000000
1597096200,100,415,380.371954,362,11.485802,379.000000,386.000000,407.000000,410.000000,415.000000,415.000000
