t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1595357324,100,1.936878,8.412173,15.183177,16.754356,events/second
1595357521,100,1.373387,2.813450,5.970643,6.764674,events/second
1595357758,100,0.820236,0.800028,2.910854,3.598815,events/second
1595357934,100,1.088799,2.637437,7.659454,9.149495,events/second
1595358261,100,0.618838,0.473751,3.018873,4.112388,events/second
1595358617,100,0.357003,0.044968,0.930707,1.549271,events/second
1595359437,100,0.189219,0.000787,0.173326,0.400505,events/second
