payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,2,1.970018,1,0.170537,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
payload_5k,100,3,2.910285,2,0.285773,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
payload_10k,100,3,2.990623,2,0.096378,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
payload_50k,100,10,10.000000,10,0.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
payload_100k,100,20,20.000000,20,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
payload_200k,100,41,41.000000,41,0.000000,41.000000,41.000000,41.000000,41.000000,41.000000,41.000000
payload_400k,100,82,81.630207,41,3.876180,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000
