payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,7165,77.612825,5,712.358478,6.000000,6.000000,7.000000,8.000000,7165.000000,7165.000000
payload_5k,100,31,6.694029,5,2.882646,6.000000,7.000000,8.000000,17.000000,31.000000,31.000000
payload_10k,100,11,6.720083,5,0.980866,7.000000,7.000000,9.000000,9.000000,11.000000,11.000000
payload_50k,100,20,9.700034,8,1.624392,9.000000,10.000000,11.000000,18.000000,18.000000,20.000000
payload_100k,100,3159,49.543685,10,338.105677,12.000000,13.000000,17.000000,24.000000,3159.000000,3159.000000
payload_200k,100,274,22.782420,16,25.759604,20.000000,21.000000,26.000000,34.000000,274.000000,274.000000
payload_400k,100,510,30.813014,25,34.653085,28.000000,30.000000,34.000000,35.000000,37.000000,510.000000
