payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.640839,12.130613,18.096748,19.344322,events/second
payload_5k,100,6.083682,16.929634,19.344322,19.779008,events/second
payload_10k,100,3.742925,14.330626,18.710140,19.560457,events/second
payload_50k,100,2.179096,10.268342,17.503466,19.130575,events/second
payload_100k,100,1.107058,4.850421,15.065373,18.197566,events/second
payload_200k,100,0.531492,0.995741,10.976233,16.374615,events/second
payload_400k,100,0.318091,0.091153,5.172812,10.141399,events/second
