payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,141,14.527577,7,14.609790,12.000000,15.000000,21.000000,27.000000,76.000000,141.000000
payload_5k,100,6859,83.501403,8,690.205994,11.000000,14.000000,20.000000,33.000000,6859.000000,6859.000000
payload_10k,100,6060,85.863406,8,627.930429,14.000000,19.000000,49.000000,172.000000,6060.000000,6060.000000
payload_50k,100,9601,114.760649,8,958.030638,13.000000,17.000000,36.000000,166.000000,9601.000000,9601.000000
payload_100k,100,243,25.226951,11,31.816800,17.000000,23.000000,51.000000,106.000000,213.000000,243.000000
payload_200k,100,6021,262.930473,12,974.914114,21.000000,25.000000,2820.000000,4260.000000,6021.000000,6021.000000
payload_400k,100,221,71.732349,19,46.968206,63.000000,104.000000,165.000000,171.000000,173.000000,221.000000
