payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,7464,84.488310,4,758.984334,6.000000,7.000000,9.000000,17.000000,7464.000000,7464.000000
payload_5k,100,682,13.044509,5,67.186131,6.000000,7.000000,8.000000,12.000000,20.000000,682.000000
payload_10k,100,6675,83.431451,5,692.277973,6.000000,7.000000,47.000000,91.000000,6675.000000,6675.000000
payload_50k,100,115,44.382287,5,33.933899,41.000000,76.000000,100.000000,114.000000,114.000000,115.000000
payload_100k,100,229,102.952157,6,62.621214,98.000000,158.000000,188.000000,214.000000,229.000000,229.000000
payload_200k,100,1816,216.076762,6,237.289481,90.000000,388.000000,428.000000,444.000000,1816.000000,1816.000000
payload_400k,100,2757,419.792827,8,279.720546,392.000000,469.000000,513.000000,514.000000,2757.000000,2757.000000
