payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,9,6.090838,6,0.514066,6.000000,6.000000,6.000000,9.000000,9.000000,9.000000
payload_5k,100,12,6.433354,6,1.129258,6.000000,6.000000,9.000000,9.000000,12.000000,12.000000
payload_10k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_50k,100,15,8.325170,7,1.986225,7.000000,11.000000,12.000000,12.000000,12.000000,15.000000
payload_100k,100,19,11.300879,9,2.570618,9.000000,14.000000,14.000000,14.000000,15.000000,19.000000
payload_200k,100,26,14.806377,12,3.911558,12.000000,19.000000,19.000000,26.000000,26.000000,26.000000
payload_400k,100,49,24.218168,19,6.465245,20.000000,29.000000,39.000000,39.000000,49.000000,49.000000
