payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,1.395906,5.903965,13.887302,16.016087,events/second
payload_5k,100,3.082666,13.184813,18.400888,19.452090,events/second
payload_10k,100,1.978957,8.670962,15.690923,17.321914,events/second
payload_50k,100,1.424563,2.954453,6.288856,7.134927,events/second
payload_100k,100,0.717330,0.582608,2.390788,3.023555,events/second
payload_200k,100,0.346368,0.038050,0.760906,1.249317,events/second
payload_400k,100,0.193631,0.001116,0.216938,0.518357,events/second
