payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_5k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_10k,100,6,6.000000,6,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
payload_50k,100,7,7.000000,7,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000
payload_100k,100,14,9.403964,9,1.362583,9.000000,9.000000,14.000000,14.000000,14.000000,14.000000
payload_200k,100,12,12.000000,12,0.000000,12.000000,12.000000,12.000000,12.000000,12.000000,12.000000
payload_400k,100,39,24.311323,19,5.684526,20.000000,29.000000,29.000000,39.000000,39.000000,39.000000
