payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.753533,4.864154,6.355998,6.648473,events/second
payload_5k,100,7.109513,18.400888,19.669429,19.889197,events/second
payload_10k,100,6.074985,16.929634,19.344322,19.779008,events/second
payload_50k,100,2.533603,5.286140,7.066609,7.417808,events/second
payload_100k,100,1.257610,1.675657,3.078596,3.416344,events/second
payload_200k,100,0.621468,0.339370,1.274820,1.603347,events/second
payload_400k,100,0.363954,0.069133,0.572565,0.828759,events/second
