t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592262948,100,4.495153,15.576016,19.024588,19.669429,events/second
1592263037,100,4.601780,15.576016,19.024588,19.669429,events/second
1592263126,100,3.678386,14.330626,18.710140,19.560457,events/second
1592263247,100,2.928687,13.184813,18.400888,19.452090,events/second
1592263476,100,1.497810,6.618589,14.603679,16.663490,events/second
1592263728,100,1.248245,2.852426,7.153184,8.336781,events/second
1592264090,100,0.805235,0.590392,1.839536,2.198707,events/second
