t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592262948,100,3.879675,14.330626,18.710140,19.560457,events/second
1592263037,100,3.880242,14.330626,18.710140,19.560457,events/second
1592263126,100,3.186437,13.184813,18.400888,19.452090,events/second
1592263247,100,2.485188,9.632084,15.172857,16.367654,events/second
1592263476,100,1.287619,3.329667,7.896446,9.119261,events/second
1592263728,100,1.029600,1.506195,4.184420,4.960017,events/second
1592264090,100,0.638370,0.379689,1.880504,2.452302,events/second
