t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592262948,100,2.484000,9.937808,15.697813,16.941554,events/second
1592263037,100,2.381329,9.428268,14.822887,15.985055,events/second
1592263126,100,2.130186,8.580666,14.405793,15.706255,events/second
1592263247,100,1.470352,4.200042,8.807889,9.965364,events/second
1592263476,100,0.737854,0.718442,3.281188,4.228217,events/second
1592263728,100,0.629950,0.457954,2.593307,3.462001,events/second
1592264090,100,0.382041,0.061053,1.075606,1.733297,events/second
