t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592262948,100,12.590575,20.000000,20.000000,20.000000,events/second
1592263037,100,12.931065,20.000000,20.000000,20.000000,events/second
1592263126,100,13.026528,20.000000,20.000000,20.000000,events/second
1592263247,100,10.031744,20.000000,20.000000,20.000000,events/second
1592263476,100,6.287191,8.592338,9.074383,9.157895,events/second
1592263728,100,7.786398,13.024320,13.480994,13.560111,events/second
1592264090,100,4.892260,6.375289,6.868424,6.955752,events/second
