t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1600886118,500,2.029342,0.778208,17.015865,28.456455,events/second
1600886517,500,1.963696,0.728219,17.082123,28.904741,events/second
1600886867,500,1.921424,0.606133,16.186064,27.986125,events/second
1600887409,500,1.118039,0.022217,6.561140,16.931877,events/second
1600888462,500,0.564325,0.000011,0.981398,6.570279,events/second
1600889104,100,0.272205,0.025644,2.885155,6.340659,events/second
1600889977,100,0.149466,0.000097,0.495743,2.060006,events/second
