payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,42,29.355223,24,2.487186,29.000000,30.000000,32.000000,36.000000,42.000000,42.000000
payload_5k,100,49,32.684167,28,3.235037,32.000000,34.000000,36.000000,44.000000,49.000000,49.000000
payload_10k,100,39,32.390874,28,2.403633,32.000000,34.000000,37.000000,38.000000,38.000000,39.000000
payload_50k,100,62,52.317520,48,2.429377,52.000000,53.000000,56.000000,61.000000,62.000000,62.000000
payload_100k,100,123,88.737143,84,4.172220,88.000000,90.000000,94.000000,97.000000,97.000000,123.000000
payload_200k,100,185,162.185363,156,3.977497,162.000000,164.000000,168.000000,173.000000,173.000000,185.000000
payload_400k,100,377,340.128969,300,13.940400,344.000000,348.000000,367.000000,369.000000,377.000000,377.000000
