payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,299,30.729741,23,26.954635,27.000000,30.000000,33.000000,49.000000,54.000000,299.000000
payload_5k,100,439,36.757888,25,40.099061,33.000000,35.000000,40.000000,42.000000,47.000000,439.000000
payload_10k,100,366,37.948621,29,32.675381,34.000000,36.000000,39.000000,41.000000,64.000000,366.000000
payload_50k,100,468,55.938842,48,40.905336,51.000000,53.000000,55.000000,67.000000,104.000000,468.000000
payload_100k,100,546,100.342381,82,49.327956,87.000000,90.000000,161.000000,167.000000,174.000000,546.000000
payload_200k,100,914,207.769221,152,97.818334,160.000000,292.000000,302.000000,305.000000,541.000000,914.000000
payload_400k,100,711,396.324718,317,122.187855,340.000000,352.000000,661.000000,667.000000,695.000000,711.000000
