payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,4.577090,15.576016,19.024588,19.669429,events/second
payload_5k,100,4.430682,15.576016,19.024588,19.669429,events/second
payload_10k,100,4.413761,15.576016,19.024588,19.669429,events/second
payload_50k,100,2.646871,12.130613,18.096748,19.344322,events/second
payload_100k,100,1.305185,5.090700,12.723468,14.823337,events/second
payload_200k,100,0.652794,0.858229,5.422650,7.374458,events/second
payload_400k,100,0.341714,0.051888,1.806338,3.269715,events/second
