t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,3.166012,13.184813,18.400888,19.452090,events/second
payload_5k,100,3.382743,14.330626,18.710140,19.560457,events/second
payload_10k,100,3.129992,13.184813,18.400888,19.452090,events/second
payload_50k,100,2.808418,8.032340,11.513483,12.226797,events/second
payload_100k,100,2.366909,11.160703,17.797635,19.237152,events/second
payload_200k,100,1.390836,4.729569,10.878972,12.500550,events/second
payload_400k,100,0.729830,0.937783,4.681419,6.121402,events/second
