t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592254472,100,3.306333,13.184813,18.400888,19.452090,events/second
1592254681,100,3.227307,13.184813,18.400888,19.452090,events/second
1592254777,100,3.071379,13.184813,18.400888,19.452090,events/second
1592255019,100,2.124923,10.268342,17.503466,19.130575,events/second
1592260416,100,1.109515,2.461746,7.067137,8.425670,events/second
1592260710,100,0.929870,2.673758,9.821896,12.201720,events/second
1592261220,100,0.575845,0.523316,4.165910,5.887917,events/second
