payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,29,24.579382,22,1.457277,24.000000,25.000000,28.000000,28.000000,28.000000,29.000000
payload_5k,100,32,25.168584,22,1.925972,25.000000,26.000000,29.000000,30.000000,30.000000,32.000000
payload_10k,100,41,26.565447,22,2.752291,26.000000,27.000000,30.000000,35.000000,36.000000,41.000000
payload_50k,100,49,28.162322,22,3.512166,29.000000,30.000000,32.000000,35.000000,35.000000,49.000000
payload_100k,100,107,50.183275,41,8.249723,48.000000,53.000000,64.000000,69.000000,69.000000,107.000000
payload_200k,100,88,70.897197,61,6.389418,69.000000,75.000000,84.000000,87.000000,88.000000,88.000000
payload_400k,100,400,122.839670,99,38.599335,116.000000,124.000000,148.000000,339.000000,400.000000,400.000000
