payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,4.717176,15.576016,19.024588,19.669429,events/second
payload_5k,100,4.280703,15.576016,19.024588,19.669429,events/second
payload_10k,100,3.461971,14.330626,18.710140,19.560457,events/second
payload_50k,100,2.927505,13.184813,18.400888,19.452090,events/second
payload_100k,100,1.506252,7.156043,15.891633,18.151963,events/second
payload_200k,100,0.784953,1.940546,9.320263,12.107621,events/second
payload_400k,100,0.418388,0.200301,3.902064,6.401800,events/second
