payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,369,31.018620,23,33.668388,27.000000,29.000000,33.000000,37.000000,50.000000,369.000000
payload_5k,100,480,39.469015,30,43.924388,35.000000,36.000000,41.000000,42.000000,49.000000,480.000000
payload_10k,100,371,38.800333,28,33.029085,35.000000,37.000000,40.000000,41.000000,48.000000,371.000000
payload_50k,100,450,56.555019,47,39.089345,52.000000,54.000000,59.000000,63.000000,105.000000,450.000000
payload_100k,100,486,98.932035,84,42.645963,89.000000,91.000000,157.000000,173.000000,173.000000,486.000000
payload_200k,100,9706,337.000028,154,1096.398874,160.000000,292.000000,310.000000,536.000000,9706.000000,9706.000000
payload_400k,100,684,397.672656,293,129.020717,320.000000,569.000000,600.000000,634.000000,653.000000,684.000000
