payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,34,29.408895,25,1.687578,29.000000,30.000000,33.000000,33.000000,33.000000,34.000000
payload_5k,100,46,32.561226,28,2.727969,32.000000,34.000000,37.000000,40.000000,41.000000,46.000000
payload_10k,100,41,33.526109,30,2.393228,33.000000,35.000000,38.000000,38.000000,40.000000,41.000000
payload_50k,100,3804,91.022230,48,374.088953,52.000000,55.000000,62.000000,66.000000,3804.000000,3804.000000
payload_100k,100,172,91.680742,85,11.872884,90.000000,91.000000,94.000000,151.000000,172.000000,172.000000
payload_200k,100,441,190.705819,155,68.472911,160.000000,164.000000,355.000000,415.000000,441.000000,441.000000
payload_400k,100,858,393.476613,298,163.855006,305.000000,331.000000,761.000000,836.000000,858.000000,858.000000
