payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,3.681243,12.106136,15.582872,16.253705,events/second
payload_5k,100,3.383632,11.713579,15.031002,15.670160,events/second
payload_10k,100,2.857792,10.777013,14.782561,15.583345,events/second
payload_50k,100,2.462302,8.511097,13.248020,14.263356,events/second
payload_100k,100,1.335490,4.049656,9.137307,10.465239,events/second
payload_200k,100,0.722698,1.079510,5.572856,7.326211,events/second
payload_400k,100,0.392435,0.119665,2.669594,4.478237,events/second
