payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,278,64.273805,51,30.473525,57.000000,60.000000,89.000000,172.000000,195.000000,278.000000
payload_5k,100,232,69.835362,49,28.943222,62.000000,69.000000,110.000000,192.000000,200.000000,232.000000
payload_10k,100,5572,122.498360,51,549.699575,60.000000,66.000000,124.000000,170.000000,5572.000000,5572.000000
payload_50k,100,251,68.822327,53,26.477503,63.000000,68.000000,88.000000,191.000000,202.000000,251.000000
payload_100k,100,353,88.666923,70,33.756391,82.000000,89.000000,99.000000,213.000000,254.000000,353.000000
payload_200k,100,8491,190.931335,86,817.653840,104.000000,112.000000,137.000000,268.000000,347.000000,8491.000000
payload_400k,100,504,160.248867,131,41.085033,153.000000,161.000000,192.000000,296.000000,304.000000,504.000000
