payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,1.613021,7.996993,16.649812,18.814374,events/second
payload_5k,100,1.183978,5.730096,15.576016,18.400888,events/second
payload_10k,100,0.755948,0.739407,3.203130,4.078162,events/second
payload_50k,100,0.973547,4.105793,14.571471,17.996490,events/second
payload_100k,100,0.555065,0.232405,1.723809,2.384106,events/second
payload_200k,100,0.329925,0.110493,5.495509,10.541367,events/second
payload_400k,100,0.180134,0.001730,2.600434,8.804063,events/second
