payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,1.936878,8.412173,15.183177,16.754356,events/second
payload_5k,100,1.373387,2.813450,5.970643,6.764674,events/second
payload_10k,100,0.820236,0.800028,2.910854,3.598815,events/second
payload_50k,100,1.088799,2.637437,7.659454,9.149495,events/second
payload_100k,100,0.618838,0.473751,3.018873,4.112388,events/second
payload_200k,100,0.357003,0.044968,0.930707,1.549271,events/second
payload_400k,100,0.189219,0.000787,0.173326,0.400505,events/second
