payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.990563,13.184813,18.400888,19.452090,events/second
payload_5k,100,2.701030,12.130613,18.096748,19.344322,events/second
payload_10k,100,2.244274,11.160703,17.797635,19.237152,events/second
payload_50k,100,2.423230,11.160703,17.797635,19.237152,events/second
payload_100k,100,1.327726,6.228064,15.837791,18.503400,events/second
payload_200k,100,0.684336,1.939439,12.541782,17.118790,events/second
payload_400k,100,0.418117,0.432747,9.291180,15.489722,events/second
