payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,8837,94.182159,4,871.555134,5.000000,6.000000,9.000000,13.000000,150.000000,8837.000000
payload_5k,100,77,16.377302,5,17.458430,6.000000,28.000000,50.000000,73.000000,77.000000,77.000000
payload_10k,100,18,6.254662,5,1.974761,6.000000,6.000000,9.000000,15.000000,18.000000,18.000000
payload_50k,100,4207,75.420015,6,424.876096,9.000000,49.000000,142.000000,177.000000,4207.000000,4207.000000
payload_100k,100,355,36.581735,9,71.818211,11.000000,12.000000,228.000000,326.000000,327.000000,355.000000
payload_200k,100,528,107.789161,13,166.252128,17.000000,131.000000,519.000000,527.000000,527.000000,528.000000
payload_400k,100,2575,212.652737,20,298.237852,27.000000,370.000000,573.000000,793.000000,793.000000,2575.000000
