payload,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
payload_1k,100,45,11.835749,4,11.847559,6.000000,13.000000,39.000000,42.000000,45.000000,45.000000
payload_5k,100,62,16.594205,5,14.995458,7.000000,28.000000,47.000000,47.000000,51.000000,62.000000
payload_10k,100,1222,29.194837,4,121.595797,7.000000,27.000000,47.000000,56.000000,1222.000000,1222.000000
payload_50k,100,1007,61.679362,5,102.081467,52.000000,81.000000,104.000000,108.000000,1007.000000,1007.000000
payload_100k,100,5178,230.840992,6,777.069971,56.000000,156.000000,221.000000,4082.000000,4082.000000,5178.000000
payload_200k,100,512,217.934074,7,152.367185,174.000000,362.000000,420.000000,434.000000,434.000000,512.000000
payload_400k,100,5332,478.697623,9,638.777285,389.000000,502.000000,515.000000,4235.000000,4235.000000,5332.000000
