payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,3.120982,4.637123,5.555826,5.718047,events/second
payload_5k,100,2.805040,3.073606,3.508241,3.570515,events/second
payload_10k,100,2.323032,6.062060,8.878986,9.481521,events/second
payload_50k,100,2.868723,7.169296,9.355278,9.780253,events/second
payload_100k,100,1.384594,2.005151,3.758848,4.174893,events/second
payload_200k,100,0.801446,0.655318,1.718448,2.025454,events/second
payload_400k,100,0.439481,0.118067,0.750054,1.025503,events/second
