payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,2.184225,7.736827,12.856956,13.994095,events/second
payload_5k,100,2.317078,11.160703,17.797635,19.237152,events/second
payload_10k,100,1.838942,9.447331,17.214160,19.024588,events/second
payload_50k,100,1.251756,3.137757,7.276870,8.383669,events/second
payload_100k,100,0.725035,0.648563,2.773860,3.540051,events/second
payload_200k,100,0.407602,0.076614,1.043463,1.610285,events/second
payload_400k,100,0.233200,0.004223,0.337513,0.696669,events/second
