t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592245374,100,2.414191,8.307281,12.898049,13.880757,events/second
1592246752,100,2.316331,9.020636,14.122946,15.219856,events/second
1592246983,100,2.242967,8.918729,13.947960,15.028556,events/second
1592247180,100,1.221367,2.911238,7.306986,8.519851,events/second
1592247447,100,0.632643,0.475319,2.713143,3.630440,events/second
1592248057,100,0.616526,0.400085,2.317403,3.108214,events/second
1592248535,100,0.358117,0.046501,0.944210,1.557502,events/second
