t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1592245374,100,1.979573,7.722067,13.829189,15.240868,events/second
1592246752,100,1.782527,6.866547,13.101259,14.592018,events/second
1592246983,100,1.514666,2.094121,3.659729,4.011933,events/second
1592247180,100,0.924056,0.571853,1.091318,1.168224,events/second
1592247447,100,0.522594,0.481140,5.275849,7.863444,events/second
1592248057,100,0.530526,0.415729,4.070280,5.953371,events/second
1592248535,100,0.319313,0.038638,1.830538,3.480954,events/second
