payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,3.989296,12.367841,15.950786,16.642735,events/second
payload_5k,100,4.656748,15.576016,19.024588,19.669429,events/second
payload_10k,100,3.351284,10.817094,13.744254,14.308666,events/second
payload_50k,100,1.576867,0.896576,0.611549,0.479544,events/second
payload_100k,100,0.894404,0.400035,0.519125,0.453829,events/second
payload_200k,100,0.508244,0.278837,2.894801,4.277535,events/second
payload_400k,100,0.278861,0.009382,0.356910,0.616452,events/second
