payload,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
payload_1k,100,7.053624,18.400888,19.669429,19.889197,events/second
payload_5k,100,5.376107,16.929634,19.344322,19.779008,events/second
payload_10k,100,5.429498,16.929634,19.344322,19.779008,events/second
payload_50k,100,2.130317,10.268342,17.503466,19.130575,events/second
payload_100k,100,1.117258,1.669962,4.023637,4.651313,events/second
payload_200k,100,0.585343,0.426726,3.147562,4.398208,events/second
payload_400k,100,0.328580,0.033753,1.159554,2.087353,events/second
